ParentPostId,ParentPostTitle,ParentTags,Id,Title,Tags,ParentBody,Body
"24319662","From inside of a Docker container, how do I connect to the localhost of the machine?","<nginx><docker><reverse-proxy><docker-networking>","66250872","Connecion to mysql on host machine from a docker container not possible","<mysql><docker><docker-compose>","<p>So I have a Nginx running inside a docker container, I have a mysql running on localhost, I want to connect to the MySql from within my Nginx. The MySql is running on localhost and not exposing a port to the outside world, so its bound on localhost, not bound on the ip address of the machine.</p>

<p>Is there any way to connect to this MySql or any other program on localhost from within this docker container?</p>

<p>This question is different from ""How to get the IP address of the docker host from inside a docker container"" due to the fact that the IP address of the docker host could be the public IP or the private IP in the network which may or may not be reachable from within the docker container (I mean public IP if hosted at AWS or something). Even if you have the IP address of the docker host it does not mean you can connect to docker host from within the container given that IP address as your Docker network may be overlay, host, bridge, macvlan, none etc which restricts the reachability of that IP address.</p>
","<p>I am running a SQL Server on my host machine (not inside a docker container). I bound it to 127.0.0.1 and all applications can access it, which are running native on the host.</p>
<p>Now I have a nodejs app inside a docker container which needs to connect to the mysql Server, too.</p>
<p><code>sudo docker inspect</code> says my gateway is <code>172.18.0.1</code></p>
<p>I tried to use <code>172.18.0.1</code> or <code>host.docker.internal</code> as hostname inside the container to connect. But I get alway a host not reachable error. Even if I bind mysql to 0.0.0.0 I can't connect.</p>
<p>I am using docker on a linux machine:</p>
<pre><code>Server: Docker Engine - Community
 Engine:
  Version:          20.10.3
  API version:      1.41 (minimum version 1.12)
  Go version:       go1.13.15
  Git commit:       46229ca
  Built:            Fri Jan 29 14:31:32 2021
  OS/Arch:          linux/amd64
  Experimental:     false
 containerd:
  Version:          1.4.3
  GitCommit:        269548fa27e0089a8b8278fc4fc781d7f65a939b
 runc:
  Version:          1.0.0-rc92
  GitCommit:        ff819c7e9184c13b7c2607fe6c30ae19403a7aff
 docker-init:
  Version:          0.19.0
  GitCommit:        de40ad0
docker-compose version 1.25.0, build unknown
docker-py version: 4.1.0
CPython version: 3.8.5
OpenSSL version: OpenSSL 1.1.1f  31 Mar 2020
</code></pre>
<p>That is my docker-compose.yml:</p>
<pre><code>version: &quot;3&quot;
services:
    mailadmin-backend:
            image: mailadmin-backend
            ports:
                    - &quot;10600:8080&quot;
</code></pre>
"
"31324981","How to access host port from docker container","<docker><docker-container>","65648295","Connect to a local PostgreSQL database from a docker-compose service","<python><postgresql><docker><docker-compose>","<p>I have a docker container running jenkins. As part of the build process, I need to access a web server that is run locally on the host machine. Is there a way the host web server (which can be configured to run on a port) can be exposed to the jenkins container?</p>

<p>EDIT: I'm running docker natively on a Linux machine.</p>

<p>UPDATE:</p>

<p>In addition to @larsks answer below, to get the IP address of the Host IP from the host machine, I do the following:</p>

<pre><code>ip addr show docker0 | grep -Po 'inet \K[\d.]+'
</code></pre>
","<h3>Context</h3>
<p>I need to connect from inside a compose service to a PostgreSQL (10) database which is on my local host machine (Ubuntu 18.04).</p>
<h3>Description of the errors</h3>
<p>I have set <code>service &gt; app &gt; build &gt;</code> to <code>network: host</code> in my compose file:</p>
<pre><code>version: '3.8'
  app:
    image: myservice:0.0.1
    restart: unless-stopped
    build:
      context: .
      dockerfile: Dockerfile
      network: host
</code></pre>
<p>The Dockerfile is build <code>FROM python:3.9.1-slim-buster</code>.</p>
<p>Then, from inside my compose service (<code>docker exec -it composefilefolder_app_1 bash</code>) I try to connect to a PostgreSQL database on the host machine with <code>psycopg2</code> (after having started <code>python</code>):</p>
<pre><code>import psycopg2 

DBPARAMS = {
    'user': 'postgres',
    'password': 'password',
    'host': 'localhost',
    'port': '5432',
    'dbname': 'mydatabase'
}

conn = psycopg2.connect(**DBPARAMS)
</code></pre>
<p>but this returns:</p>
<pre><code>Traceback (most recent call last):
  File &quot;&lt;stdin&gt;&quot;, line 1, in &lt;module&gt;
  File &quot;/usr/local/lib/python3.9/site-packages/psycopg2/__init__.py&quot;, line 127, in connect
    conn = _connect(dsn, connection_factory=connection_factory, **kwasync)
psycopg2.OperationalError: could not connect to server: Connection refused
    Is the server running on host &quot;localhost&quot; (127.0.0.1) and accepting
    TCP/IP connections on port 5432?
could not connect to server: Cannot assign requested address
    Is the server running on host &quot;localhost&quot; (::1) and accepting
    TCP/IP connections on port 5432?
</code></pre>
<p>Then I tried to use my host machine IP (given by <code>ifconfig</code>):</p>
<pre><code>import psycopg2 

DBPARAMS = {
    'user': 'postgres',
    'password': 'password',
    'host': '192.168.x.1',
    'port': '5432',
    'dbname': 'mydatabase'
}

conn = psycopg2.connect(**DBPARAMS)
</code></pre>
<p>but now I got a time-out after one minute:</p>
<pre><code>Traceback (most recent call last):
  File &quot;&lt;stdin&gt;&quot;, line 1, in &lt;module&gt;
  File &quot;/usr/local/lib/python3.9/site-packages/psycopg2/__init__.py&quot;, line 127, in connect
    conn = _connect(dsn, connection_factory=connection_factory, **kwasync)
psycopg2.OperationalError: could not connect to server: Connection timed out
    Is the server running on host &quot;192.168.x.1&quot; and accepting
    TCP/IP connections on port 5432?
</code></pre>
<p>All other parameters are correct as I can connect to this database by running the same command from the host machine directly.</p>
<h3>Question</h3>
<p>How can I connect to my host machine PostgreSQL database from my compose service?</p>
<h3>What else I've tried</h3>
<ol>
<li><a href=""https://stackoverflow.com/questions/51313852/docker-compose-cannot-connect-to-database"">This</a> thread seemed promising but it doesn't work either.</li>
<li>And <a href=""https://stackoverflow.com/questions/48350843/how-to-connect-from-docker-compose-to-host-postgresql"">this one</a> is for Mac users.</li>
<li>I also tried to set <code>list_adressess='*'</code> in my local machine <code>postgres.conf</code> file AND to set <code>host all all 0.0.0.0/0 md5</code> into the <code>pg_hba.conf</code> file without any changes. But if I can avoid to tweak my local PostgreSQL config that would be great.</li>
<li><a href=""https://stackoverflow.com/questions/31324981/how-to-access-host-port-from-docker-container"">This</a> thread also did not help as it makes use of my local machine IP, for which the connection is timing-out as I said.</li>
</ol>
"
"24319662","From inside of a Docker container, how do I connect to the localhost of the machine?","<nginx><docker><reverse-proxy><docker-networking>","66271108","Docker - Connect containers to local database","<java><docker><dockerfile>","<p>So I have a Nginx running inside a docker container, I have a mysql running on localhost, I want to connect to the MySql from within my Nginx. The MySql is running on localhost and not exposing a port to the outside world, so its bound on localhost, not bound on the ip address of the machine.</p>

<p>Is there any way to connect to this MySql or any other program on localhost from within this docker container?</p>

<p>This question is different from ""How to get the IP address of the docker host from inside a docker container"" due to the fact that the IP address of the docker host could be the public IP or the private IP in the network which may or may not be reachable from within the docker container (I mean public IP if hosted at AWS or something). Even if you have the IP address of the docker host it does not mean you can connect to docker host from within the container given that IP address as your Docker network may be overlay, host, bridge, macvlan, none etc which restricts the reachability of that IP address.</p>
","<p>I am in process to dockerize my local server, on that have databases, application servers and all additional configuration to deploy my applications. Currently, i have created 3 docker containers that run application servers like Tomcat or WildFly, and exposed <code>80</code>, <code>8130</code> and <code>8080</code> ports this deployed applications are in Java and read and write data from/to my local database. On the <code>persistence.xml</code> file for each app, i have configured the access via <code>localhost</code> in my actual configuration that works ok without docker.</p>
<p>I want to connect the apps on the containers to database that correspond on the host machine, how can i do that?</p>
<p>I have created the containers like this:</p>
<pre><code>docker run -d --name app_server1 -p 80:80 wildfly_website:1.0
docker run -d --name app_server2 -p 8130:8130 geoserver:1.0
</code></pre>
<p>This image illustrates what i want to do
<a href=""https://i.stack.imgur.com/B2Yhp.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/B2Yhp.png"" alt=""enter image description here"" /></a></p>
"
"31746182","Docker Compose wait for container X before starting Y","<docker-compose>","65553039","Force Docker Container to wait until Postgresql container is ready","<javascript><postgresql><docker><docker-compose><postgresql-9.1>","<p>I am using rabbitmq and a simple python sample from <a href=""https://www.rabbitmq.com/tutorials/tutorial-one-python.html"" rel=""noreferrer"">here</a>
together with docker-compose. My problem is that I need to wait for rabbitmq to be fully started. From what I searched so far, I don't know how to wait with container x (in my case worker) until y (rabbitmq) is started.</p>
<p>I found this <a href=""http://blog.chmouel.com/2014/11/04/avoiding-race-conditions-between-containers-with-docker-and-fig/"" rel=""noreferrer"">blog post</a> where he checks if the other host is online.
I also found this <a href=""https://docs.docker.com/reference/commandline/wait/"" rel=""noreferrer"">docker command</a>:</p>
<blockquote>
<p><strong>wait</strong></p>
<p>Usage: docker wait CONTAINER [CONTAINER...]</p>
<p>Block until a container stops, then print its exit code.</p>
</blockquote>
<p>Waiting for a container to stop is maybe not what I am looking for but if
it is, is it possible to use that command inside the docker-compose.yml?
My solution so far is to wait some seconds and check the port, but is this the way to achieve this? If I don't wait, I get an error.</p>
<p><strong>docker-compose.yml</strong></p>
<pre class=""lang-yaml prettyprint-override""><code>worker:
    build: myapp/.
    volumes:
    - myapp/.:/usr/src/app:ro

    links:
    - rabbitmq
rabbitmq:
    image: rabbitmq:3-management
</code></pre>
<p><strong>python hello sample (rabbit.py):</strong></p>
<pre class=""lang-py prettyprint-override""><code>import pika
import time

import socket

pingcounter = 0
isreachable = False
while isreachable is False and pingcounter &lt; 5:
    s = socket.socket(socket.AF_INET, socket.SOCK_STREAM)
    try:
        s.connect(('rabbitmq', 5672))
        isreachable = True
    except socket.error as e:
        time.sleep(2)
        pingcounter += 1
    s.close()

if isreachable:
    connection = pika.BlockingConnection(pika.ConnectionParameters(
            host=&quot;rabbitmq&quot;))
    channel = connection.channel()

    channel.queue_declare(queue='hello')

    channel.basic_publish(exchange='',
                          routing_key='hello',
                          body='Hello World!')
    print (&quot; [x] Sent 'Hello World!'&quot;)
    connection.close()
</code></pre>
<p><strong>Dockerfile for worker:</strong></p>
<pre><code>FROM python:2-onbuild
RUN [&quot;pip&quot;, &quot;install&quot;, &quot;pika&quot;]

CMD [&quot;python&quot;,&quot;rabbit.py&quot;]
</code></pre>
<p><strong>Update Nov 2015</strong>:</p>
<p>A shell script or waiting inside your program is maybe a possible solution. But after seeing this <a href=""https://github.com/docker/compose/issues/374"" rel=""noreferrer"">Issue</a> I am looking for a command or feature of docker/docker-compose itself.</p>
<p>They mention a  solution for implementing a health check, which may be the best option. A open tcp connection does not mean your service is ready or may remain ready. In addition to that I need to change my entrypoint in my dockerfile.</p>
<p>So I am hoping for an answer with docker-compose on board commands, which will hopefully the case if they finish this issue.</p>
<p><strong>Update March 2016</strong></p>
<p>There is a <a href=""https://github.com/docker/docker/issues/21142"" rel=""noreferrer"">proposal</a> for providing a built-in way to determine if a container is &quot;alive&quot;. So docker-compose can maybe make use of it in near future.</p>
<p><strong>Update June 2016</strong></p>
<p>It seems that the healthcheck will be <a href=""https://github.com/docker/docker/pull/23218"" rel=""noreferrer"">integrated</a> into docker in Version 1.12.0</p>
<p><strong>Update January 2017</strong></p>
<p>I found a docker-compose solution see:
<a href=""https://stackoverflow.com/questions/31746182/docker-compose-wait-for-container-x-before-starting-y/41854997#41854997"">Docker Compose wait for container X before starting Y</a></p>
","<p>Consider the Dockerfile :</p>
<p><strong>Dockerfile :</strong></p>
<pre><code>FROM node:14
COPY . /app
RUN npm i
RUN npm run build_database_migrations &lt;&lt;&lt;&lt;====== This is the problematic command

... more commands 
</code></pre>
<p>Which uses <code>sequelize-cli</code> :</p>
<p><strong>In package.json :</strong></p>
<pre><code>&quot;scripts&quot;: {
   &quot;build_database_migrations&quot;: &quot;sequelize db:migrate&quot;, 
  }
</code></pre>
<p>And the Docker-compose :</p>
<p><strong>Docker-compose.yaml</strong></p>
<pre><code>version: &quot;3&quot;
services:
  
  postgresql:
    image: postgres:latest
    environment:
      POSTGRES_USER: user1
      POSTGRES_PASSWORD: pass1
      POSTGRES_DB: somedb      
    ports:
      - &quot;5432:5432&quot;
 
  app:    
    build:
      context: ./employee
      dockerfile: ./Dockerfile
    ports:
      - &quot;9000:9000&quot;
    restart: on-failure
    depends_on:    
      - postgresql      
    links:
      - postgresql
</code></pre>
<p>Whenever I run the <code>Docker-compose up</code> the <code>app</code> never waits for <code>postgresql</code> to be up and running ,
which results in building the <code>app</code> container and running the command <code>RUN npm run build_database_migrations</code> before the Postgreqsql Container is listening on port <code>5432</code>.</p>
<p>How can we force the <code>app</code> Container to wait until <code>Postreqsql</code> container is ready and listening on port <code>5432</code> , so it would be able to run the migrations on a live Postgresql Container ?</p>
"
"24319662","From inside of a Docker container, how do I connect to the localhost of the machine?","<nginx><docker><reverse-proxy><docker-networking>","66976384","Accessing a service host from inside a container","<docker><docker-compose><host><spring-cloud-config>","<p>So I have a Nginx running inside a docker container, I have a mysql running on localhost, I want to connect to the MySql from within my Nginx. The MySql is running on localhost and not exposing a port to the outside world, so its bound on localhost, not bound on the ip address of the machine.</p>

<p>Is there any way to connect to this MySql or any other program on localhost from within this docker container?</p>

<p>This question is different from ""How to get the IP address of the docker host from inside a docker container"" due to the fact that the IP address of the docker host could be the public IP or the private IP in the network which may or may not be reachable from within the docker container (I mean public IP if hosted at AWS or something). Even if you have the IP address of the docker host it does not mean you can connect to docker host from within the container given that IP address as your Docker network may be overlay, host, bridge, macvlan, none etc which restricts the reachability of that IP address.</p>
","<p>I have a Spring Boot config server running in localhost on port 8888. I'd like to access this service from inside a docker container. I cannot put this service inside the same docker-compose and in the same network.</p>
<p>Service: http://localhost:8888/cpo-executor/dev <br/>
Using my ip: <a href=""http://192.168.0.6:8888/cpo-executor/dev"" rel=""nofollow noreferrer"">http://192.168.0.6:8888/cpo-executor/dev</a></p>
<p>I've checked this address on browser and it's working. When I try to access from inside a docker container I got an error:</p>
<pre><code>docker exec -it 7febe846f2ea /bin/bash
curl http://192.168.0.6:8888/cpo-executor/dev
</code></pre>
<p>Error:</p>
<pre><code>curl: (7) Failed to connect to 192.168.0.6 port 8888: Connection timed out
</code></pre>
<p>I've tried to start my containers putting &quot;network_mode: host&quot; in docker-compose but I ended up falling into another error, from one container not communicating with another.</p>
<pre><code>Caused by: com.mysql.cj.exceptions.CJCommunicationsException: Communications link failure
The last packet sent successfully to the server was 0 milliseconds ago. The driver has not received any packets from the server.

Caused by: java.net.UnknownHostException: mysql
</code></pre>
<p>How can I access a service from host from inside a docker container?</p>
"
"31746182","Docker Compose wait for container X before starting Y","<docker-compose>","65576744","Why the application doesn't start for the first time, but starts from the second time?","<spring-boot><docker>","<p>I am using rabbitmq and a simple python sample from <a href=""https://www.rabbitmq.com/tutorials/tutorial-one-python.html"" rel=""noreferrer"">here</a>
together with docker-compose. My problem is that I need to wait for rabbitmq to be fully started. From what I searched so far, I don't know how to wait with container x (in my case worker) until y (rabbitmq) is started.</p>
<p>I found this <a href=""http://blog.chmouel.com/2014/11/04/avoiding-race-conditions-between-containers-with-docker-and-fig/"" rel=""noreferrer"">blog post</a> where he checks if the other host is online.
I also found this <a href=""https://docs.docker.com/reference/commandline/wait/"" rel=""noreferrer"">docker command</a>:</p>
<blockquote>
<p><strong>wait</strong></p>
<p>Usage: docker wait CONTAINER [CONTAINER...]</p>
<p>Block until a container stops, then print its exit code.</p>
</blockquote>
<p>Waiting for a container to stop is maybe not what I am looking for but if
it is, is it possible to use that command inside the docker-compose.yml?
My solution so far is to wait some seconds and check the port, but is this the way to achieve this? If I don't wait, I get an error.</p>
<p><strong>docker-compose.yml</strong></p>
<pre class=""lang-yaml prettyprint-override""><code>worker:
    build: myapp/.
    volumes:
    - myapp/.:/usr/src/app:ro

    links:
    - rabbitmq
rabbitmq:
    image: rabbitmq:3-management
</code></pre>
<p><strong>python hello sample (rabbit.py):</strong></p>
<pre class=""lang-py prettyprint-override""><code>import pika
import time

import socket

pingcounter = 0
isreachable = False
while isreachable is False and pingcounter &lt; 5:
    s = socket.socket(socket.AF_INET, socket.SOCK_STREAM)
    try:
        s.connect(('rabbitmq', 5672))
        isreachable = True
    except socket.error as e:
        time.sleep(2)
        pingcounter += 1
    s.close()

if isreachable:
    connection = pika.BlockingConnection(pika.ConnectionParameters(
            host=&quot;rabbitmq&quot;))
    channel = connection.channel()

    channel.queue_declare(queue='hello')

    channel.basic_publish(exchange='',
                          routing_key='hello',
                          body='Hello World!')
    print (&quot; [x] Sent 'Hello World!'&quot;)
    connection.close()
</code></pre>
<p><strong>Dockerfile for worker:</strong></p>
<pre><code>FROM python:2-onbuild
RUN [&quot;pip&quot;, &quot;install&quot;, &quot;pika&quot;]

CMD [&quot;python&quot;,&quot;rabbit.py&quot;]
</code></pre>
<p><strong>Update Nov 2015</strong>:</p>
<p>A shell script or waiting inside your program is maybe a possible solution. But after seeing this <a href=""https://github.com/docker/compose/issues/374"" rel=""noreferrer"">Issue</a> I am looking for a command or feature of docker/docker-compose itself.</p>
<p>They mention a  solution for implementing a health check, which may be the best option. A open tcp connection does not mean your service is ready or may remain ready. In addition to that I need to change my entrypoint in my dockerfile.</p>
<p>So I am hoping for an answer with docker-compose on board commands, which will hopefully the case if they finish this issue.</p>
<p><strong>Update March 2016</strong></p>
<p>There is a <a href=""https://github.com/docker/docker/issues/21142"" rel=""noreferrer"">proposal</a> for providing a built-in way to determine if a container is &quot;alive&quot;. So docker-compose can maybe make use of it in near future.</p>
<p><strong>Update June 2016</strong></p>
<p>It seems that the healthcheck will be <a href=""https://github.com/docker/docker/pull/23218"" rel=""noreferrer"">integrated</a> into docker in Version 1.12.0</p>
<p><strong>Update January 2017</strong></p>
<p>I found a docker-compose solution see:
<a href=""https://stackoverflow.com/questions/31746182/docker-compose-wait-for-container-x-before-starting-y/41854997#41854997"">Docker Compose wait for container X before starting Y</a></p>
","<p>I am new to Docker and I'm trying to dockerize my application. I'm using MySQL and Spring Boot.<br />
When I use <code>docker-compose up</code>, a few exception occurs:</p>
<pre class=""lang-sh prettyprint-override""><code>todoapp-container_1  | The last packet sent successfully to the server was 0 milliseconds ago. The driver has not received any packets from the server.
todoapp-container_1  |  at sun.reflect.NativeConstructorAccessorImpl.newInstance0(Native Method) ~[na:1.8.0_111]
todoapp-container_1  |  at sun.reflect.NativeConstructorAccessorImpl.newInstance(NativeConstructorAccessorImpl.java:62) ~[na:1.8.0_111]
todoapp-container_1  |  at sun.reflect.DelegatingConstructorAccessorImpl.newInstance(DelegatingConstructorAccessorImpl.java:45) ~[na:1.8.0_111]
</code></pre>
<p>and a little bit down:</p>
<pre class=""lang-sh prettyprint-override""><code>todoapp-container_1  | Caused by: java.net.ConnectException: Connection refused (Connection refused)
todoapp-container_1  |  at java.net.PlainSocketImpl.socketConnect(Native Method) ~[na:1.8.0_111]
todoapp-container_1  |  at java.net.AbstractPlainSocketImpl.doConnect(AbstractPlainSocketImpl.java:350) ~[na:1.8.0_111]
todoapp-container_1  |  at java.net.AbstractPlainSocketImpl.connectToAddress(AbstractPlainSocketImpl.java:206) ~[na:1.8.0_111]
</code></pre>
<p>Here is my docker-compose:</p>
<pre class=""lang-yaml prettyprint-override""><code>version: '3'
services:
    mysql-container:
        image: mysql:8
        environment:
            - MYSQL_ROOT_PASSWORD=password
            - MYSQL_DATABASE=todo
            - MYSQL_PASSWORD=todo
            - MYSQL_USER=todo
    todoapp-container:
        image: todoapp-service
        ports:
            - 8080:8080
        build:
            context: .
            dockerfile: Dockerfile
        depends_on:
            - mysql-container
</code></pre>
<p>and my application.properties:</p>
<pre class=""lang-json prettyprint-override""><code>#SERVER
server.port=8080
#MYSQL
spring.datasource.url=jdbc:mysql://mysql-container:3306/todo?createDatabaseIfNotExist=true
spring.datasource.username=todo
spring.datasource.password=todo
spring.jpa.generate-ddl=true
spring.jpa.properties.hibernate.dialect=org.hibernate.dialect.MySQL8Dialect
#JACKSON SERIALIZATION FOR NULL FIELDS
spring.jackson.default-property-inclusion=non_null
</code></pre>
<p>The thing is, if I run <code>docker-compose up</code> for the second time, it works flawless without any exceptions and can use the postman for requests. I assume there is a problem at the moment when the containers are starting, I think I have to make the todoapp-container to wait until the mysql-container starts but I am not really sure about it.</p>
"
"31448821","How to write data to host file system from Docker container","<docker>","66397825","upload file with java to root of linux from docker container","<java><docker><api><file>","<p>I have a Docker container which is running some code and creating some HTML reports. I want these reports to be published into a specific directory on the host machine, i.e. at <code>/usr/share/nginx/reports</code></p>

<p>The way I have gone about doing this is to mount this host directory as a data volume, i.e. <code>docker run -v /usr/share/nginx/reports --name my-container com.containers/my-container</code></p>

<p>However, when I ssh into the host machine, and check the contents of the directory <code>/usr/share/nginx/reports</code>, I don't see any of the report data there.</p>

<p>Am I doing something wrong?</p>

<p>The host machine is an Ubuntu server, and the Docker container is also Ubuntu, no boot2docker weirdness going on here.</p>
","<p>i want to save the files that i upload to the java spring boot applicatiob to the root of ubuntu 18.
my application in docker container and start with docker compose.
after upload, my files save to</p>
<p>var/lib/docker/overlay2/jdjdsbe737bdj7837bdjwhs73828ndjdjd......</p>
<p>but i like save to this :</p>
<p>~/attachment/my-files    // without hash names and with my chosen name in my application</p>
<p>my code:</p>
<pre><code>String UPLOADED_FOLDER = &quot;/root/attachments/&quot;;
Files.createDirectories(Paths.get(UPLOADED_FOLDER + FileOwnerType.valueOfIndex(fileOwnerType).getTitle()));
            bytes = file.getBytes();
            Path path = Paths.get(UPLOADED_FOLDER + FileOwnerType.valueOfIndex(fileOwnerType).getTitle() + &quot;/&quot; + fileName + &quot;.&quot; + fileExtension);
            Files.write(path, bytes);
</code></pre>
"
"33913020","Docker remove <none> TAG images","<docker>","65667913","docker image prune not removing intermediate images","<docker>","<pre><code>root@server:~# docker images -a        
REPOSITORY              TAG                 IMAGE ID            CREATED             VIRTUAL SIZE
&lt;none&gt;                  &lt;none&gt;              5e2dfc857e73        5 days ago          261.6 MB
&lt;none&gt;                  &lt;none&gt;              d053e988f23d        5 days ago          261.6 MB
&lt;none&gt;                  &lt;none&gt;              1d5d4a2d89eb        5 days ago          261.6 MB
&lt;none&gt;                  &lt;none&gt;              ea0d189fdb19        5 days ago          100.5 MB
&lt;none&gt;                  &lt;none&gt;              26c6175962b3        5 days ago          100.5 MB
&lt;none&gt;                  &lt;none&gt;              73d5cec4a0b3        5 days ago          100.5 MB
&lt;none&gt;                  &lt;none&gt;              e19590e1bac1        5 days ago          100.5 MB
</code></pre>

<p>I've tried the following:</p>

<pre><code>docker rmi $(docker images | grep ""^&lt;none&gt;"" | awk ""{print $3}"")
</code></pre>

<p>And the following:</p>

<pre><code>docker rmi $(docker images -f ""dangling=true"" -q)
</code></pre>

<p>Get the following error:</p>

<pre><code>docker: ""rmi"" requires a minimum of 1 argument.
See 'docker rmi --help'.

Usage:  docker rmi [OPTIONS] IMAGE [IMAGE...]

Remove one or more images
</code></pre>
","<p>i have a problem with docker images.
If i run <code>docker info</code> i get this output</p>
<p><a href=""https://i.stack.imgur.com/lyptp.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/lyptp.png"" alt=""enter image description here"" /></a></p>
<p>saying 22 images are available.
When i run <code>docker images -a</code> indeed 22 images are shown:</p>
<p><a href=""https://i.stack.imgur.com/aX88G.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/aX88G.png"" alt=""enter image description here"" /></a></p>
<p>All those image tagged with <code>None</code> i suppose that are intermediate images.
I try to run <code>docker image prune</code> but it says</p>
<blockquote>
<p>Total reclaimed space: 0B</p>
</blockquote>
<p>Why prune command isn't working? Thanks</p>
<p>Docker version: 19.03.5.
Host: centos 7</p>
<p>Grazie</p>
"
"25281467","Fatal error: Call to undefined function mysqli_connect()","<php><mysqli>","60415725","Call to undefined function mysqli_connect()","<php><docker><nginx>","<p>For 2 days now I'm trying to solve this, but unfortunately no result. Let me tell you my story about the problem. I've bulid an application on a site, and the application deals with the reviews. But, I'm trying to put it on another site, and I copyed the php files, the sql file from the old site, and moved them to the new site (they are on different FTP servers). When I'm trying to go to the pages from the application, I receive this FATAL ERROR:</p>

<blockquote>
  <p>Fatal error: Call to undefined function mysqli_connect()</p>
</blockquote>

<p>The code that I wrote to connect to the database is this (with hidden credentials):</p>

<pre><code>$con = mysqli_connect("""",""*the_name*"",""*the_pass*"",""*the_database*"");
if (mysqli_connect_errno()) {
    echo ""Failed to connect to MySQL: "" . mysqli_connect_error();
}
</code></pre>

<p>Why do I get the error? It works on the old server, and the code I think it's not the problem, because it works on localhost, and on the new server it doesn't. Can anyone help me?</p>
","<p>In this code must be an error due to empty arguments in the <code>mysqli_connect</code> function. But browser display different error. As I know <code>mysqli_connect</code> function installed by default. Where is the problem or my mistake? How I can fix it?</p>

<p>Dockerfile</p>

<pre><code>FROM php:fpm

# Update system core
RUN apt update -y &amp;&amp; apt upgrade -y

# Start PHP-FPM
CMD [""php-fpm""]
</code></pre>

<p>index.php</p>

<pre><code>&lt;?php mysqli_connect('', '', '', '', '', ''); ?&gt;
</code></pre>

<p>Error in browser:</p>

<pre><code>Fatal error: Uncaught Error: Call to undefined function mysqli_connect() in /var/www/index.php:3 Stack trace: #0 {main} thrown in /var/www/index.php on line 3
</code></pre>
"
"36354423","What is the best way to pass AWS credentials to a Docker container?","<amazon-web-services><docker><docker-compose>","66376115","Pass AWS Credentials FILE to Python Docker (debian based)","<python><amazon-web-services><docker><debian>","<p>I am running docker-container on Amazon EC2. Currently I have added AWS Credentials to Dockerfile. Could you please let me know the best way to do this?</p>
","<p>I know there are several similar questions but none of them have helped me. I want to run a python script (<em>migrations.py</em>) in a Docker container that needs the AWS credentials. The Dockerfile is the following:</p>
<pre><code>FROM python:3.8

COPY requirements.txt ./
RUN pip install --no-cache-dir -r requirements.txt

COPY migrations.py ./
COPY aws_credentials ~/.aws/credentials

CMD [ &quot;python3&quot;, &quot;./migrations.py&quot; ]
</code></pre>
<p>When I do:</p>
<pre><code>docker build -t yoyo . &amp;&amp; docker run yoyo
</code></pre>
<p>It shows the error</p>
<pre><code>botocore.exceptions.NoCredentialsError: Unable to locate credentials
</code></pre>
<p>All of the files (Dockerfile, requirements.txt, migrations.py and aws_credentials) are in the same place (the root of a folder).</p>
<p>I have tried the copy line like:</p>
<pre><code>COPY aws_credentials $HOME$/.aws/credentials
COPY aws_credentials ./.aws/credentials
</code></pre>
<p>I need AWS to access the credentials using the file credentials. How could I achieve it? Thank you very much</p>
"
